Unnamed: 0,Gene,Paralog,Perc_ID,ko_length,paralog_length,dataset
16,PLEC,SPTBN1,19.1201,61581.0,215129.0,GSE143725-paralogs.csv
17,PLEC,EPPK1,11.8121,61581.0,21143.0,GSE143725-paralogs.csv
18,PLEC,PKHD1L1,5.46783,61581.0,174746.0,GSE143725-paralogs.csv
19,PLEC,DTNA,14.4156,61581.0,398553.0,GSE143725-paralogs.csv
20,PLEC,SPTA1,12.3191,61581.0,76011.0,GSE143725-paralogs.csv
21,PLEC,DYTN,21.6263,61581.0,69949.0,GSE143725-paralogs.csv
22,PLEC,SPTBN2,18.7866,61581.0,62173.0,GSE143725-paralogs.csv
23,PLEC,DST,7.89204,61581.0,496843.0,GSE143725-paralogs.csv
24,PLEC,UTRN,10.6321,61581.0,567699.0,GSE143725-paralogs.csv
25,PLEC,DRP2,11.3898,61581.0,44733.0,GSE143725-paralogs.csv
26,PLEC,SYNE3,20.0,61581.0,109384.0,GSE143725-paralogs.csv
27,PLEC,SMTNL2,12.3644,61581.0,24320.0,GSE143725-paralogs.csv
28,PLEC,MICAL1,17.3383,61581.0,21906.0,GSE143725-paralogs.csv
29,PLEC,FLNB,11.2606,61581.0,163853.0,GSE143725-paralogs.csv
30,PLEC,MACF1,16.9027,61581.0,405861.0,GSE143725-paralogs.csv
31,PLEC,SYNE1,8.4688,61581.0,516114.0,GSE143725-paralogs.csv
32,PLEC,ACTN1,19.8031,61581.0,105312.0,GSE143725-paralogs.csv
33,PLEC,ACTN2,19.5749,61581.0,100490.0,GSE143725-paralogs.csv
34,PLEC,ACTN3,19.5339,61581.0,16939.0,GSE143725-paralogs.csv
35,PLEC,CLMN,23.8523,61581.0,137968.0,GSE143725-paralogs.csv
0,RhoC,RHOB,84.1837,6307.0,2366.0,GSE175787-1-paralogs.csv
1,RhoC,RHOA,91.7098,6307.0,53859.0,GSE175787-1-paralogs.csv
2,RhoC,RHOD,45.7143,6307.0,15170.0,GSE175787-1-paralogs.csv
3,RhoC,CDC42,52.8796,6307.0,48733.0,GSE175787-1-paralogs.csv
4,RhoC,RHOJ,43.4579,6307.0,89394.0,GSE175787-1-paralogs.csv
5,RhoC,RHOQ,48.2927,6307.0,42882.0,GSE175787-1-paralogs.csv
6,RhoC,RND3,38.1148,6307.0,70816.0,GSE175787-1-paralogs.csv
7,RhoC,RHOT1,10.6222,6307.0,110920.0,GSE175787-1-paralogs.csv
8,RhoC,RHOBTB1,11.2069,6307.0,132002.0,GSE175787-1-paralogs.csv
9,RhoC,RHOH,40.8377,6307.0,55956.0,GSE175787-1-paralogs.csv
10,RhoC,RND1,35.3448,6307.0,8725.0,GSE175787-1-paralogs.csv
11,RhoC,RHOU,34.8837,6307.0,11185.0,GSE175787-1-paralogs.csv
12,RhoC,RHOF,45.4976,6307.0,25649.0,GSE175787-1-paralogs.csv
13,RhoC,RAC1,58.3333,6307.0,29440.0,GSE175787-1-paralogs.csv
14,RhoC,RAC3,55.7292,6307.0,2526.0,GSE175787-1-paralogs.csv
15,RhoC,RHOBTB3,12.766,6307.0,110861.0,GSE175787-1-paralogs.csv
16,RhoC,RND2,39.2071,6307.0,6810.0,GSE175787-1-paralogs.csv
17,RhoC,RHOT2,11.9741,6307.0,6074.0,GSE175787-1-paralogs.csv
18,RhoC,RHOBTB2,10.729,6307.0,33092.0,GSE175787-1-paralogs.csv
19,RhoC,RHOG,54.4503,6307.0,13981.0,GSE175787-1-paralogs.csv
20,RhoC,RAC2,55.2083,6307.0,34324.0,GSE175787-1-paralogs.csv
21,RhoC,RHOV,33.8983,6307.0,2020.0,GSE175787-1-paralogs.csv
0,RhoC,RHOB,84.1837,6307.0,2366.0,GSE175787-6-paralogs.csv
1,RhoC,RHOA,91.7098,6307.0,53859.0,GSE175787-6-paralogs.csv
2,RhoC,RHOD,45.7143,6307.0,15170.0,GSE175787-6-paralogs.csv
3,RhoC,CDC42,52.8796,6307.0,48733.0,GSE175787-6-paralogs.csv
4,RhoC,RHOJ,43.4579,6307.0,89394.0,GSE175787-6-paralogs.csv
5,RhoC,RHOQ,48.2927,6307.0,42882.0,GSE175787-6-paralogs.csv
6,RhoC,RND3,38.1148,6307.0,70816.0,GSE175787-6-paralogs.csv
7,RhoC,RHOT1,10.6222,6307.0,110920.0,GSE175787-6-paralogs.csv
8,RhoC,RHOBTB1,11.2069,6307.0,132002.0,GSE175787-6-paralogs.csv
9,RhoC,RHOH,40.8377,6307.0,55956.0,GSE175787-6-paralogs.csv
10,RhoC,RND1,35.3448,6307.0,8725.0,GSE175787-6-paralogs.csv
11,RhoC,RHOU,34.8837,6307.0,11185.0,GSE175787-6-paralogs.csv
12,RhoC,RHOF,45.4976,6307.0,25649.0,GSE175787-6-paralogs.csv
13,RhoC,RAC1,58.3333,6307.0,29440.0,GSE175787-6-paralogs.csv
14,RhoC,RAC3,55.7292,6307.0,2526.0,GSE175787-6-paralogs.csv
15,RhoC,RHOBTB3,12.766,6307.0,110861.0,GSE175787-6-paralogs.csv
16,RhoC,RND2,39.2071,6307.0,6810.0,GSE175787-6-paralogs.csv
17,RhoC,RHOT2,11.9741,6307.0,6074.0,GSE175787-6-paralogs.csv
18,RhoC,RHOBTB2,10.729,6307.0,33092.0,GSE175787-6-paralogs.csv
19,RhoC,RHOG,54.4503,6307.0,13981.0,GSE175787-6-paralogs.csv
20,RhoC,RAC2,55.2083,6307.0,34324.0,GSE175787-6-paralogs.csv
21,RhoC,RHOV,33.8983,6307.0,2020.0,GSE175787-6-paralogs.csv
0,TP53,TP73,26.4151,25759.0,83685.0,GSE125756-paralogs.csv
1,TP53,TP63,22.6471,25759.0,265887.0,GSE125756-paralogs.csv
0,POLK,TENT4B,48.8079,98146.0,82399.0,GSE145313-paralogs.csv
1,POLK,ESCO1,6.78571,98146.0,71600.0,GSE145313-paralogs.csv
2,POLK,POLH,20.3366,98146.0,44338.0,GSE145313-paralogs.csv
3,POLK,ESCO2,10.9817,98146.0,40691.0,GSE145313-paralogs.csv
4,POLK,REV1,12.55,98146.0,89560.0,GSE145313-paralogs.csv
5,POLK,POLI,19.0541,98146.0,51749.0,GSE145313-paralogs.csv
0,LCK,JAK3,14.2349,34921.0,23291.0,GSE92872-1-paralogs.csv
1,LCK,FGR,51.7958,34921.0,23121.0,GSE92872-1-paralogs.csv
2,LCK,FRK,45.9406,34921.0,129742.0,GSE92872-1-paralogs.csv
3,LCK,JAK1,14.2981,34921.0,234531.0,GSE92872-1-paralogs.csv
4,LCK,SRC,51.306,34921.0,61365.0,GSE92872-1-paralogs.csv
5,LCK,TEC,27.8922,34921.0,134055.0,GSE92872-1-paralogs.csv
6,LCK,FER,19.9513,34921.0,449000.0,GSE92872-1-paralogs.csv
7,LCK,LYN,63.8672,34921.0,134334.0,GSE92872-1-paralogs.csv
8,LCK,FYN,55.3073,34921.0,213120.0,GSE92872-1-paralogs.csv
9,LCK,TYK2,13.5636,34921.0,30075.0,GSE92872-1-paralogs.csv
10,LCK,ZAP70,23.748,34921.0,26286.0,GSE92872-1-paralogs.csv
11,LCK,TXK,32.6376,34921.0,67857.0,GSE92872-1-paralogs.csv
12,LCK,BMX,23.7037,34921.0,92283.0,GSE92872-1-paralogs.csv
13,LCK,STYK1,23.4597,34921.0,55395.0,GSE92872-1-paralogs.csv
14,LCK,PTK6,41.02,34921.0,9375.0,GSE92872-1-paralogs.csv
15,LCK,HCK,63.6882,34921.0,49659.0,GSE92872-1-paralogs.csv
16,LCK,FES,20.438,34921.0,12081.0,GSE92872-1-paralogs.csv
17,LCK,PTK2,12.865,34921.0,344316.0,GSE92872-1-paralogs.csv
18,LCK,ABL1,18.5841,34921.0,174632.0,GSE92872-1-paralogs.csv
19,LCK,ABL2,18.1049,34921.0,130354.0,GSE92872-1-paralogs.csv
20,LCK,BTK,27.1624,34921.0,41458.0,GSE92872-1-paralogs.csv
21,LCK,CSK,40.0,34921.0,21117.0,GSE92872-1-paralogs.csv
22,LCK,TNK1,17.5492,34921.0,9240.0,GSE92872-1-paralogs.csv
23,LCK,BLK,60.9901,34921.0,77705.0,GSE92872-1-paralogs.csv
24,LCK,SRMS,41.3934,34921.0,9260.0,GSE92872-1-paralogs.csv
25,LCK,SYK,24.7244,34921.0,96762.0,GSE92872-1-paralogs.csv
26,LCK,PTK2B,14.2716,34921.0,147909.0,GSE92872-1-paralogs.csv
27,LCK,JAK2,13.6926,34921.0,145558.0,GSE92872-1-paralogs.csv
28,LCK,ITK,27.4194,34921.0,112252.0,GSE92872-1-paralogs.csv
29,LCK,MATK,33.5306,34921.0,24159.0,GSE92872-1-paralogs.csv
30,LCK,YES1,52.302,34921.0,90958.0,GSE92872-1-paralogs.csv
31,LCK,TNK2,12.891,34921.0,48581.0,GSE92872-1-paralogs.csv
32,LAT,SPNS3,50.7812,5958.0,54268.0,GSE92872-1-paralogs.csv
33,LAT,SPNS2,48.2696,5958.0,40154.0,GSE92872-1-paralogs.csv
34,DOK2,DOK1,29.9376,4817.0,8525.0,GSE92872-1-paralogs.csv
35,DOK2,FRS2,12.4016,4817.0,109444.0,GSE92872-1-paralogs.csv
36,DOK2,DOK4,23.0061,4817.0,15405.0,GSE92872-1-paralogs.csv
37,DOK2,DOK5,21.8954,4817.0,175576.0,GSE92872-1-paralogs.csv
38,DOK2,FRS3,13.0081,4817.0,16366.0,GSE92872-1-paralogs.csv
39,DOK2,DOK3,29.5455,4817.0,9370.0,GSE92872-1-paralogs.csv
40,DOK2,DOK6,20.2417,4817.0,448199.0,GSE92872-1-paralogs.csv
41,PTPN6,PTPRZ1,6.82505,14848.0,188947.0,GSE92872-1-paralogs.csv
42,PTPN6,PTPN20,23.3333,14848.0,91092.0,GSE92872-1-paralogs.csv
43,PTPN6,PTPN13,5.71429,14848.0,220856.0,GSE92872-1-paralogs.csv
44,PTPN6,PTPN14,11.2047,14848.0,203749.0,GSE92872-1-paralogs.csv
45,PTPN6,PTPRK,12.2222,14848.0,551831.0,GSE92872-1-paralogs.csv
46,PTPN6,PTPN2,24.3373,14848.0,144165.0,GSE92872-1-paralogs.csv
47,PTPN6,PTPN9,20.4047,14848.0,116064.0,GSE92872-1-paralogs.csv
48,PTPN6,PTPN12,15.0,14848.0,102774.0,GSE92872-1-paralogs.csv
49,PTPN6,PTPN5,21.0619,14848.0,64793.0,GSE92872-1-paralogs.csv
50,PTPN6,PTPN21,10.7325,14848.0,89229.0,GSE92872-1-paralogs.csv
51,PTPN6,PTPN4,13.7149,14848.0,224977.0,GSE92872-1-paralogs.csv
52,PTPN6,PTPRM,11.5358,14848.0,840079.0,GSE92872-1-paralogs.csv
53,PTPN6,PTPN1,23.908,14848.0,74920.0,GSE92872-1-paralogs.csv
54,PTPN6,PTPRO,10.9375,14848.0,279918.0,GSE92872-1-paralogs.csv
55,PTPN6,PTPN11,54.6374,14848.0,91567.0,GSE92872-1-paralogs.csv
56,PTPN6,PTPRC,10.1838,14848.0,119019.0,GSE92872-1-paralogs.csv
57,PTPN6,PTPN18,23.6957,14848.0,19360.0,GSE92872-1-paralogs.csv
58,PTPN6,PTPRE,18.0,14848.0,178752.0,GSE92872-1-paralogs.csv
59,PTPN6,PTPRH,11.3901,14848.0,28259.0,GSE92872-1-paralogs.csv
60,PTPN6,PTPRB,6.63657,14848.0,121570.0,GSE92872-1-paralogs.csv
61,PTPN6,PTPN23,7.39609,14848.0,32424.0,GSE92872-1-paralogs.csv
62,PTPN6,PTPN3,13.034,14848.0,122847.0,GSE92872-1-paralogs.csv
63,PTPN6,PTPN22,14.0025,14848.0,57942.0,GSE92872-1-paralogs.csv
64,PTPN6,PTPN7,28.8889,14848.0,14575.0,GSE92872-1-paralogs.csv
65,PTPN6,PTPRN2,12.1182,14848.0,1048767.0,GSE92872-1-paralogs.csv
66,PTPN6,PTPRN,12.1553,14848.0,20025.0,GSE92872-1-paralogs.csv
67,PTPN6,PTPRT,11.9362,14848.0,1117218.0,GSE92872-1-paralogs.csv
68,PTPN6,PTPRR,18.7215,14848.0,282665.0,GSE92872-1-paralogs.csv
69,PTPN6,PTPRU,10.5153,14848.0,90297.0,GSE92872-1-paralogs.csv
70,PTPN6,PTPRF,8.91453,14848.0,98479.0,GSE92872-1-paralogs.csv
71,PTPN6,PTPRJ,10.0972,14848.0,190414.0,GSE92872-1-paralogs.csv
72,PTPN6,PTPRS,9.13758,14848.0,182317.0,GSE92872-1-paralogs.csv
73,PTPN6,PTPRD,9.04812,14848.0,2298756.0,GSE92872-1-paralogs.csv
74,PTPN6,PTPRG,10.7958,14848.0,736040.0,GSE92872-1-paralogs.csv
75,PTPN6,PTPRA,16.5835,14848.0,165656.0,GSE92872-1-paralogs.csv
76,PTPN11,PTPRZ1,7.34341,91567.0,188947.0,GSE92872-1-paralogs.csv
77,PTPN11,PTPN20,23.5714,91567.0,91092.0,GSE92872-1-paralogs.csv
78,PTPN11,PTPN13,5.87525,91567.0,220856.0,GSE92872-1-paralogs.csv
79,PTPN11,PTPN14,10.8677,91567.0,203749.0,GSE92872-1-paralogs.csv
80,PTPN11,PTPRK,12.9167,91567.0,551831.0,GSE92872-1-paralogs.csv
81,PTPN11,PTPN2,25.5422,91567.0,144165.0,GSE92872-1-paralogs.csv
82,PTPN11,PTPN9,21.0793,91567.0,116064.0,GSE92872-1-paralogs.csv
83,PTPN11,PTPN12,14.8718,91567.0,102774.0,GSE92872-1-paralogs.csv
84,PTPN11,PTPN5,22.4779,91567.0,64793.0,GSE92872-1-paralogs.csv
85,PTPN11,PTPN21,10.9029,91567.0,89229.0,GSE92872-1-paralogs.csv
86,PTPN11,PTPN4,14.4708,91567.0,224977.0,GSE92872-1-paralogs.csv
87,PTPN11,PTPRM,12.0819,91567.0,840079.0,GSE92872-1-paralogs.csv
88,PTPN11,PTPN1,24.5977,91567.0,74920.0,GSE92872-1-paralogs.csv
89,PTPN11,PTPRO,10.773,91567.0,279918.0,GSE92872-1-paralogs.csv
90,PTPN11,PTPRC,10.9495,91567.0,119019.0,GSE92872-1-paralogs.csv
91,PTPN11,PTPN18,23.2609,91567.0,19360.0,GSE92872-1-paralogs.csv
92,PTPN11,PTPRE,21.8571,91567.0,178752.0,GSE92872-1-paralogs.csv
93,PTPN11,PTPRH,12.287,91567.0,28259.0,GSE92872-1-paralogs.csv
94,PTPN11,PTPRB,6.99774,91567.0,121570.0,GSE92872-1-paralogs.csv
95,PTPN11,PTPN23,8.37408,91567.0,32424.0,GSE92872-1-paralogs.csv
96,PTPN11,PTPN3,14.2388,91567.0,122847.0,GSE92872-1-paralogs.csv
97,PTPN11,PTPN22,13.6307,91567.0,57942.0,GSE92872-1-paralogs.csv
98,PTPN11,PTPN7,31.1111,91567.0,14575.0,GSE92872-1-paralogs.csv
99,PTPN11,PTPRN2,12.7094,91567.0,1048767.0,GSE92872-1-paralogs.csv
100,PTPN11,PTPRN,12.4617,91567.0,20025.0,GSE92872-1-paralogs.csv
101,PTPN11,PTPRT,12.1443,91567.0,1117218.0,GSE92872-1-paralogs.csv
102,PTPN11,PTPRR,19.0259,91567.0,282665.0,GSE92872-1-paralogs.csv
103,PTPN11,PTPRU,11.0028,91567.0,90297.0,GSE92872-1-paralogs.csv
104,PTPN11,PTPRF,9.7011,91567.0,98479.0,GSE92872-1-paralogs.csv
105,PTPN11,PTPRJ,10.6208,91567.0,190414.0,GSE92872-1-paralogs.csv
106,PTPN11,PTPRS,10.1129,91567.0,182317.0,GSE92872-1-paralogs.csv
107,PTPN11,PTPRD,9.98954,91567.0,2298756.0,GSE92872-1-paralogs.csv
108,PTPN11,PTPRG,11.2803,91567.0,736040.0,GSE92872-1-paralogs.csv
109,PTPN11,PTPRA,18.8279,91567.0,165656.0,GSE92872-1-paralogs.csv
110,PTPN11,PTPN6,54.4538,91567.0,14848.0,GSE92872-1-paralogs.csv
111,JUN,JUNB,46.6859,7203.0,1829.0,GSE92872-1-paralogs.csv
112,JUN,JUND,51.8732,7203.0,1928.0,GSE92872-1-paralogs.csv
113,JUND,JUNB,43.5159,1928.0,1829.0,GSE92872-1-paralogs.csv
114,JUND,JUN,54.3807,1928.0,7203.0,GSE92872-1-paralogs.csv
115,FOS,JDP2,38.0368,3404.0,46395.0,GSE92872-1-paralogs.csv
116,FOS,ATF3,29.2818,3404.0,55443.0,GSE92872-1-paralogs.csv
117,FOS,BATF3,29.9213,3404.0,13423.0,GSE92872-1-paralogs.csv
118,FOS,FOSB,44.6746,3404.0,7184.0,GSE92872-1-paralogs.csv
119,FOS,BATF,31.2,3404.0,24538.0,GSE92872-1-paralogs.csv
120,FOS,FOSL1,48.7085,3404.0,8524.0,GSE92872-1-paralogs.csv
121,FOS,FOSL2,45.092,3404.0,24869.0,GSE92872-1-paralogs.csv
122,FOS,BATF2,17.1533,3404.0,9073.0,GSE92872-1-paralogs.csv
123,EGR1,EGR2,38.6555,3824.0,7171.0,GSE92872-1-paralogs.csv
124,EGR1,WT1,20.1149,3824.0,47789.0,GSE92872-1-paralogs.csv
125,EGR1,EGR4,24.8971,3824.0,2772.0,GSE92872-1-paralogs.csv
126,EGR1,EGR3,49.0956,3824.0,5821.0,GSE92872-1-paralogs.csv
127,EGR2,WT1,19.1571,7171.0,47789.0,GSE92872-1-paralogs.csv
128,EGR2,EGR1,33.8858,7171.0,3824.0,GSE92872-1-paralogs.csv
129,EGR2,EGR4,25.5144,7171.0,2772.0,GSE92872-1-paralogs.csv
130,EGR2,EGR3,52.9716,7171.0,5821.0,GSE92872-1-paralogs.csv
131,EGR3,EGR2,43.0672,5821.0,7171.0,GSE92872-1-paralogs.csv
132,EGR3,WT1,19.3487,5821.0,47789.0,GSE92872-1-paralogs.csv
133,EGR3,EGR1,34.9908,5821.0,3824.0,GSE92872-1-paralogs.csv
134,EGR3,EGR4,24.4856,5821.0,2772.0,GSE92872-1-paralogs.csv
135,NFKB1,REL,28.2794,115972.0,50121.0,GSE92872-1-paralogs.csv
136,NFKB1,NFKB2,42.7778,115972.0,8414.0,GSE92872-1-paralogs.csv
137,NFKB1,RELA,27.9492,115972.0,9491.0,GSE92872-1-paralogs.csv
138,NFKB1,RELB,26.0794,115972.0,36731.0,GSE92872-1-paralogs.csv
139,NFKB2,REL,26.7462,8414.0,50121.0,GSE92872-1-paralogs.csv
140,NFKB2,NFKB1,39.7317,8414.0,115972.0,GSE92872-1-paralogs.csv
141,NFKB2,RELA,28.3122,8414.0,9491.0,GSE92872-1-paralogs.csv
142,NFKB2,RELB,27.4611,8414.0,36731.0,GSE92872-1-paralogs.csv
143,RELA,REL,35.6048,9491.0,50121.0,GSE92872-1-paralogs.csv
144,RELA,NFKB2,17.3333,9491.0,8414.0,GSE92872-1-paralogs.csv
145,RELA,NFKB1,15.8927,9491.0,115972.0,GSE92872-1-paralogs.csv
146,RELA,RELB,30.7427,9491.0,36731.0,GSE92872-1-paralogs.csv
147,NFATC1,NFAT5,13.7508,133469.0,139572.0,GSE92872-1-paralogs.csv
148,NFATC1,NFATC2,39.9566,133469.0,175874.0,GSE92872-1-paralogs.csv
149,NFATC1,NFATC3,34.6047,133469.0,144508.0,GSE92872-1-paralogs.csv
150,NFATC1,NFATC4,34.3681,133469.0,13931.0,GSE92872-1-paralogs.csv
151,NFAT5,NFATC2,23.8871,139572.0,175874.0,GSE92872-1-paralogs.csv
152,NFAT5,NFATC3,22.9767,139572.0,144508.0,GSE92872-1-paralogs.csv
153,NFAT5,NFATC4,19.9557,139572.0,13931.0,GSE92872-1-paralogs.csv
154,NFAT5,NFATC1,22.5875,139572.0,133469.0,GSE92872-1-paralogs.csv
155,NR4A1,NR4A2,55.0167,36675.0,17911.0,GSE92872-1-paralogs.csv
156,NR4A1,NR4A3,45.8466,36675.0,45036.0,GSE92872-1-paralogs.csv
157,RUNX2,RUNX1,65.4167,336192.0,1216866.0,GSE92872-1-paralogs.csv
158,RUNX2,RUNX3,65.3012,336192.0,65610.0,GSE92872-1-paralogs.csv
159,ZAP70,JAK3,12.6335,26286.0,23291.0,GSE92872-1-paralogs.csv
160,ZAP70,FGR,25.8979,26286.0,23121.0,GSE92872-1-paralogs.csv
161,ZAP70,FRK,27.9208,26286.0,129742.0,GSE92872-1-paralogs.csv
162,ZAP70,JAK1,12.1317,26286.0,234531.0,GSE92872-1-paralogs.csv
163,ZAP70,SRC,27.7985,26286.0,61365.0,GSE92872-1-paralogs.csv
164,ZAP70,TEC,22.0285,26286.0,134055.0,GSE92872-1-paralogs.csv
165,ZAP70,FER,17.8832,26286.0,449000.0,GSE92872-1-paralogs.csv
166,ZAP70,LYN,27.1484,26286.0,134334.0,GSE92872-1-paralogs.csv
167,ZAP70,FYN,27.933,26286.0,213120.0,GSE92872-1-paralogs.csv
168,ZAP70,TYK2,11.9629,26286.0,30075.0,GSE92872-1-paralogs.csv
169,ZAP70,TXK,24.4782,26286.0,67857.0,GSE92872-1-paralogs.csv
170,ZAP70,BMX,19.4074,26286.0,92283.0,GSE92872-1-paralogs.csv
171,ZAP70,STYK1,23.4597,26286.0,55395.0,GSE92872-1-paralogs.csv
172,ZAP70,PTK6,30.3769,26286.0,9375.0,GSE92872-1-paralogs.csv
173,ZAP70,HCK,26.2357,26286.0,49659.0,GSE92872-1-paralogs.csv
174,ZAP70,FES,17.2749,26286.0,12081.0,GSE92872-1-paralogs.csv
175,ZAP70,PTK2,15.7847,26286.0,344316.0,GSE92872-1-paralogs.csv
176,ZAP70,ABL1,13.2743,26286.0,174632.0,GSE92872-1-paralogs.csv
177,ZAP70,ABL2,12.9442,26286.0,130354.0,GSE92872-1-paralogs.csv
178,ZAP70,BTK,20.3338,26286.0,41458.0,GSE92872-1-paralogs.csv
179,ZAP70,CSK,31.7778,26286.0,21117.0,GSE92872-1-paralogs.csv
180,ZAP70,TNK1,14.826,26286.0,9240.0,GSE92872-1-paralogs.csv
181,ZAP70,LCK,28.8802,26286.0,34921.0,GSE92872-1-paralogs.csv
182,ZAP70,BLK,28.5149,26286.0,77705.0,GSE92872-1-paralogs.csv
183,ZAP70,SRMS,29.5082,26286.0,9260.0,GSE92872-1-paralogs.csv
184,ZAP70,SYK,53.3858,26286.0,96762.0,GSE92872-1-paralogs.csv
185,ZAP70,PTK2B,16.0555,26286.0,147909.0,GSE92872-1-paralogs.csv
186,ZAP70,JAK2,12.0141,26286.0,145558.0,GSE92872-1-paralogs.csv
187,ZAP70,ITK,22.2581,26286.0,112252.0,GSE92872-1-paralogs.csv
188,ZAP70,MATK,26.43,26286.0,24159.0,GSE92872-1-paralogs.csv
189,ZAP70,YES1,26.3352,26286.0,90958.0,GSE92872-1-paralogs.csv
190,ZAP70,TNK2,11.3744,26286.0,48581.0,GSE92872-1-paralogs.csv
191,EGR4,EGR2,26.0504,2772.0,7171.0,GSE92872-1-paralogs.csv
192,EGR4,WT1,16.2835,2772.0,47789.0,GSE92872-1-paralogs.csv
193,EGR4,EGR1,22.2836,2772.0,3824.0,GSE92872-1-paralogs.csv
194,EGR4,EGR3,30.7494,2772.0,5821.0,GSE92872-1-paralogs.csv
0,RB1,RBL1,23.5019,295692.0,99648.0,GSE84504-1-paralogs.csv
1,RB1,RBL2,21.6857,295692.0,57671.0,GSE84504-1-paralogs.csv
0,RAD21,REC8,21.5722,28842.0,8404.0,GSE154086-1-paralogs.csv
1,RAD21,RAD21L1,47.2072,28842.0,70377.0,GSE154086-1-paralogs.csv
2,SMC3,CCDC157,12.1011,38364.0,22038.0,GSE154086-1-paralogs.csv
3,SMC3,SMC1B,18.4615,38364.0,69556.0,GSE154086-1-paralogs.csv
4,SMC3,SMC4,18.1677,38364.0,35680.0,GSE154086-1-paralogs.csv
5,SMC3,SMC1A,20.5191,38364.0,48579.0,GSE154086-1-paralogs.csv
6,SMC3,CKAP4,10.6312,38364.0,66398.0,GSE154086-1-paralogs.csv
7,SMC3,SMC2,18.797,38364.0,47159.0,GSE154086-1-paralogs.csv
8,SMC3,CCDC122,12.0879,38364.0,55831.0,GSE154086-1-paralogs.csv
9,STAG2,STAG1,71.0652,462452.0,416167.0,GSE154086-1-paralogs.csv
10,STAG2,STAG3,49.9184,462452.0,36824.0,GSE154086-1-paralogs.csv
0,p50,TNFRSF18,15.3527,,3084.0,GSE153158-paralogs.csv
