Unnamed: 0,Gene,Paralog,Perc_ID,FC2,Base_Mean,padj,KO_FC2,significant,upreg,dataset,ko_length,paralog_length,Percent Upregulated,pctUpreg_p_value
12,RhoC,RHOF,45.4976,-1.4269518745671816,2353.1570047883683,0.0016737152126847,,1,0,GSE175787-2,6307.0,25649.0,0.0,1.0
11,RhoC,RHOU,34.8837,-0.4553288272189963,1366.6468387149448,0.8445824260643049,,0,0,GSE175787-2,6307.0,11185.0,0.0,1.0
10,RhoC,RND1,35.3448,-0.5262352103141357,783.5658043508649,0.7892261112269187,,0,0,GSE175787-2,6307.0,8725.0,0.0,1.0
9,RhoC,RHOH,40.8377,0.4267362478376707,88.12156658735219,0.9028861219848546,,0,0,GSE175787-2,6307.0,55956.0,0.0,1.0
8,RhoC,RHOBTB1,11.2069,0.5454153382171657,1136.265125261002,0.7165770877906181,,0,0,GSE175787-2,6307.0,132002.0,0.0,1.0
7,RhoC,RHOT1,10.6222,-0.0062250426000345,1157.167216897492,0.9964666587661494,,0,0,GSE175787-2,6307.0,110920.0,0.0,1.0
6,RhoC,RND3,38.1148,-0.7860477264949769,5325.171355126711,0.8604146825035409,,0,0,GSE175787-2,6307.0,70816.0,0.0,1.0
5,RhoC,RHOQ,48.2927,0.2551937663908086,4688.563347642536,0.5131571468709956,,0,0,GSE175787-2,6307.0,42882.0,0.0,1.0
4,RhoC,RHOJ,43.4579,0.5504271580637969,3.546241841412838,0.9228625539820056,,0,0,GSE175787-2,6307.0,89394.0,0.0,1.0
3,RhoC,CDC42,52.8796,0.0415924048940363,19159.56217691505,0.971947366477097,,0,0,GSE175787-2,6307.0,48733.0,0.0,1.0
2,RhoC,RHOD,45.7143,0.3641643796212816,6753.548156048811,0.6768310295898251,,0,0,GSE175787-2,6307.0,15170.0,0.0,1.0
1,RhoC,RHOA,91.7098,0.1120449393664375,27838.983998041946,0.883712364076466,,0,0,GSE175787-2,6307.0,53859.0,0.0,1.0
20,RhoC,RAC2,55.2083,0.1352521403172201,19.655142478642112,0.979032351386915,,0,0,GSE175787-2,6307.0,34324.0,0.0,1.0
21,RhoC,RHOV,33.8983,0.0524857140107177,1650.2610884632015,,,0,0,GSE175787-2,6307.0,2020.0,0.0,1.0
0,SMARCA4,CHD7,11.8118,-0.71311447074728,16407.906400932552,2.769389074873673e-06,-3.198092368507583,1,0,GSE75515,118494.0,189288.0,0.0333333333333333,0.8159
27,SMARCA4,ZRANB3,15.1066,-0.149510884674456,1920.6681728085068,0.6285677729486195,-3.198092368507583,0,0,GSE75515,118494.0,394302.0,0.0333333333333333,0.8159
26,SMARCA4,SMARCAL1,16.457,0.1132278209844423,2461.9507223638034,0.6876996809205376,-3.198092368507583,0,0,GSE75515,118494.0,70670.0,0.0333333333333333,0.8159
25,SMARCA4,SHPRH,7.90255,0.0063489538241018,5390.208590834225,0.990669704634014,-3.198092368507583,0,0,GSE75515,118494.0,100178.0,0.0333333333333333,0.8159
24,SMARCA4,CHD2,19.1466,0.0078009221232666,10940.724962355926,0.9854920370878968,-3.198092368507583,0,0,GSE75515,118494.0,141793.0,0.0333333333333333,0.8159
23,SMARCA4,CHD5,17.349,1.5477581478623306,101.24693845273184,0.0227726669967905,-3.198092368507583,1,1,GSE75515,118494.0,78534.0,0.0333333333333333,0.8159
22,SMARCA4,ATRX,10.7143,-0.1002651087694797,26999.895587361865,0.7203060924082805,-3.198092368507583,0,0,GSE75515,118494.0,281353.0,0.0333333333333333,0.8159
21,SMARCA4,CHD1L,26.7559,-0.057686637863491,6958.496833775598,0.8500240788012011,-3.198092368507583,0,0,GSE75515,118494.0,53111.0,0.0333333333333333,0.8159
20,SMARCA4,RAD54B,21.2088,-0.1084047259229354,3349.578386511664,0.6987361046361827,-3.198092368507583,0,0,GSE75515,118494.0,103155.0,0.0333333333333333,0.8159
19,SMARCA4,HLTF,17.3439,0.0180025202789285,13485.249695110377,0.9636600011569326,-3.198092368507583,0,0,GSE75515,118494.0,56427.0,0.0333333333333333,0.8159
18,SMARCA4,ERCC6L,16.96,-0.0450489020077591,6796.830582010657,0.9041142657803471,-3.198092368507583,0,0,GSE75515,118494.0,34370.0,0.0333333333333333,0.8159
17,SMARCA4,BTAF1,15.1433,0.2445465441607252,11449.723733414805,0.1313091559431668,-3.198092368507583,0,0,GSE75515,118494.0,107667.0,0.0333333333333333,0.8159
16,SMARCA4,TTF2,15.4045,0.2067931063380121,14029.462487649967,0.2295734016935889,-3.198092368507583,0,0,GSE75515,118494.0,47127.0,0.0333333333333333,0.8159
15,SMARCA4,CHD4,17.6255,-0.4106060712599584,40987.17710700484,1.0473111607415044e-06,-3.198092368507583,1,0,GSE75515,118494.0,44442.0,0.0333333333333333,0.8159
14,SMARCA4,ERCC6,18.5532,-0.1826327054029427,1846.7771024039685,0.4447982234101241,-3.198092368507583,0,0,GSE75515,118494.0,85370.0,0.0333333333333333,0.8159
13,SMARCA4,SMARCA2,77.7987,0.0379742838943074,4576.0263402792725,0.9267408659975418,-3.198092368507583,0,0,GSE75515,118494.0,213334.0,0.0333333333333333,0.8159
12,SMARCA4,HELLS,31.5036,-0.5468106258197818,8609.33833729478,2.272100588098399e-05,-3.198092368507583,1,0,GSE75515,118494.0,68576.0,0.0333333333333333,0.8159
11,SMARCA4,CHD1,20.2924,-0.2890759665191811,12555.090906676573,0.1310958060164309,-3.198092368507583,0,0,GSE75515,118494.0,75022.0,0.0333333333333333,0.8159
10,SMARCA4,CHD9,12.3921,-0.0510697068815036,9861.9611913963,0.8751959877406986,-3.198092368507583,0,0,GSE75515,118494.0,274159.0,0.0333333333333333,0.8159
9,SMARCA4,RAD54L2,15.9509,-0.1761855053825058,9679.065922724294,0.3819291113487428,-3.198092368507583,0,0,GSE75515,118494.0,129948.0,0.0333333333333333,0.8159
8,SMARCA4,SRCAP,10.743,-0.217118268680162,19886.30269538834,0.1979713017812267,-3.198092368507583,0,0,GSE75515,118494.0,43200.0,0.0333333333333333,0.8159
7,SMARCA4,SMARCAD1,23.6842,-0.268018297596746,7888.622886674806,0.0842532188868879,-3.198092368507583,0,0,GSE75515,118494.0,83681.0,0.0333333333333333,0.8159
6,SMARCA4,EP400,11.4313,0.0118589652397616,17798.68451611571,0.978052477297802,-3.198092368507583,0,0,GSE75515,118494.0,130518.0,0.0333333333333333,0.8159
5,SMARCA4,SMARCA5,28.5171,-0.0653771491040475,27198.887154441923,0.8389273784478777,-3.198092368507583,0,0,GSE75515,118494.0,43784.0,0.0333333333333333,0.8159
4,SMARCA4,SMARCA1,28.6916,0.4204674274561057,23082.154644240585,0.0013232409264818,-3.198092368507583,1,0,GSE75515,118494.0,76999.0,0.0333333333333333,0.8159
3,SMARCA4,INO80,17.8021,0.0315080436184192,6352.23376334085,0.9295978871815052,-3.198092368507583,0,0,GSE75515,118494.0,137400.0,0.0333333333333333,0.8159
2,SMARCA4,CHD3,17.2,0.0608693093950483,40819.33190482485,0.824747210233807,-3.198092368507583,0,0,GSE75515,118494.0,27964.0,0.0333333333333333,0.8159
1,SMARCA4,CHD8,13.057,-0.0266871295863924,17378.47781753488,0.9454737287738346,-3.198092368507583,0,0,GSE75515,118494.0,70932.0,0.0333333333333333,0.8159
28,SMARCA4,CHD6,12.0074,-0.2188181398781191,9356.424704646248,0.3179450725125541,-3.198092368507583,0,0,GSE75515,118494.0,216301.0,0.0333333333333333,0.8159
29,SMARCA4,RAD54L,22.7577,-0.3169896067800636,5128.140187144072,0.0565150465328733,-3.198092368507583,0,0,GSE75515,118494.0,32019.0,0.0333333333333333,0.8159
0,RhoC,RHOB,84.1837,-0.3112167032921327,5062.762394365696,0.8870044707436469,,0,0,GSE175787-5,6307.0,2366.0,0.0,1.0
19,RhoC,RHOG,54.4503,-0.0622002184170995,1664.222827570968,0.9704559796229416,,0,0,GSE175787-5,6307.0,13981.0,0.0,1.0
18,RhoC,RHOBTB2,10.729,-0.8277522836777605,461.7894919923692,0.1724600769822388,,0,0,GSE175787-5,6307.0,33092.0,0.0,1.0
17,RhoC,RHOT2,11.9741,-0.1872173629980759,5783.1495841952965,0.8159457935097755,,0,0,GSE175787-5,6307.0,6074.0,0.0,1.0
16,RhoC,RND2,39.2071,0.9737440928911234,12.471096167524545,0.662605441649869,,0,0,GSE175787-5,6307.0,6810.0,0.0,1.0
15,RhoC,RHOBTB3,12.766,0.2136345382184608,3822.365813827341,0.9246341538002074,,0,0,GSE175787-5,6307.0,110861.0,0.0,1.0
14,RhoC,RAC3,55.7292,-0.3991569292312329,4006.127988127736,0.6897567284827223,,0,0,GSE175787-5,6307.0,2526.0,0.0,1.0
13,RhoC,RAC1,58.3333,-0.0279867029089635,41041.95628018171,0.987410949293244,,0,0,GSE175787-5,6307.0,29440.0,0.0,1.0
12,RhoC,RHOF,45.4976,0.2107672866773018,282.00000025850017,0.8996956956096155,,0,0,GSE175787-5,6307.0,25649.0,0.0,1.0
11,RhoC,RHOU,34.8837,-1.1269931618511932,89.35563573080526,0.0001675264442467,,1,0,GSE175787-5,6307.0,11185.0,0.0,1.0
10,RhoC,RND1,35.3448,-1.5220221044895996,1017.5982465624854,0.0050303381468903,,1,0,GSE175787-5,6307.0,8725.0,0.0,1.0
9,RhoC,RHOH,40.8377,-1.036986466873627,220.23122798217344,0.0105305159352626,,1,0,GSE175787-5,6307.0,55956.0,0.0,1.0
8,RhoC,RHOBTB1,11.2069,-2.193492238973619,32.49404514089895,0.1132248556526523,,0,0,GSE175787-5,6307.0,132002.0,0.0,1.0
7,RhoC,RHOT1,10.6222,0.2383508979806379,2131.8809316388424,0.7220917864620451,,0,0,GSE175787-5,6307.0,110920.0,0.0,1.0
6,RhoC,RND3,38.1148,-0.8723186478012807,3940.957862730884,0.5348066799988946,,0,0,GSE175787-5,6307.0,70816.0,0.0,1.0
5,RhoC,RHOQ,48.2927,0.1198826590002142,1496.702214740572,0.9236568689801836,,0,0,GSE175787-5,6307.0,42882.0,0.0,1.0
4,RhoC,RHOJ,43.4579,1.5084227869060256,2.255339249772728,,,0,0,GSE175787-5,6307.0,89394.0,0.0,1.0
3,RhoC,CDC42,52.8796,0.0140366907532606,20516.041119646987,0.9896242028235844,,0,0,GSE175787-5,6307.0,48733.0,0.0,1.0
2,RhoC,RHOD,45.7143,0.3127237390385101,3060.453719667925,0.8093772684579439,,0,0,GSE175787-5,6307.0,15170.0,0.0,1.0
1,RhoC,RHOA,91.7098,-0.2599760759792673,24831.734932942418,0.6068601366597876,,0,0,GSE175787-5,6307.0,53859.0,0.0,1.0
20,RhoC,RAC2,55.2083,0.3784701594662158,2305.903090330474,0.6232955095372681,,0,0,GSE175787-5,6307.0,34324.0,0.0,1.0
21,RhoC,RHOV,33.8983,0.1231357813279134,5019.037089572963,0.9408538413806624,,0,0,GSE175787-5,6307.0,2020.0,0.0,1.0
0,Furin,TPP2,8.95404,-0.099211226769029,1922.2398758048312,0.6747406914007779,,0,0,GSE130969-2,14976.0,83000.0,0.1428571428571428,0.197
1,Furin,PCSK5,20.5617,0.7445365119241845,805.0305040324629,1.934154631985446e-06,,1,1,GSE130969-2,14976.0,472331.0,0.1428571428571428,0.197
2,Furin,MBTPS1,9.79087,0.0891576502267869,2103.794230269903,0.6690309494642639,,0,0,GSE130969-2,14976.0,63181.0,0.1428571428571428,0.197
3,Furin,PCSK4,52.1854,-0.1023300869362496,61.945446983166974,0.9314473191412485,,0,0,GSE130969-2,14976.0,9324.0,0.1428571428571428,0.197
4,Furin,PCSK9,14.8844,-0.4217233914373647,6269.066263946259,1.9647555216314527e-05,,1,0,GSE130969-2,14976.0,25405.0,0.1428571428571428,0.197
5,Furin,PCSK6,37.5645,-0.4430727335362302,1560.414400666279,0.0006042694797645,,1,0,GSE130969-2,14976.0,235418.0,0.1428571428571428,0.197
6,Furin,PCSK7,33.121,0.2247518694989922,1808.249103522831,0.1673513131854167,,0,0,GSE130969-2,14976.0,28188.0,0.1428571428571428,0.197
0,RhoC,RHOB,84.1837,-0.651170680197247,1265.7038107743092,0.0020135267817055,,1,0,GSE175787-4,6307.0,2366.0,0.1818181818181818,0.469
19,RhoC,RHOG,54.4503,-0.1741774758136746,3654.074324969479,0.2928496495133287,,0,0,GSE175787-4,6307.0,13981.0,0.1818181818181818,0.469
18,RhoC,RHOBTB2,10.729,0.043164276040875,5069.7338896172805,0.9091175039600664,,0,0,GSE175787-4,6307.0,33092.0,0.1818181818181818,0.469
17,RhoC,RHOT2,11.9741,0.254967822015861,6530.20418974924,0.4029780866157268,,0,0,GSE175787-4,6307.0,6074.0,0.1818181818181818,0.469
16,RhoC,RND2,39.2071,1.0053973250797552,71.15230234715612,0.000233286012423,,1,1,GSE175787-4,6307.0,6810.0,0.1818181818181818,0.469
15,RhoC,RHOBTB3,12.766,1.9695208221993936,5316.768099883295,1.3114868825680604e-13,,1,1,GSE175787-4,6307.0,110861.0,0.1818181818181818,0.469
14,RhoC,RAC3,55.7292,0.5108824220947659,4656.952887589246,0.0468273350702892,,1,1,GSE175787-4,6307.0,2526.0,0.1818181818181818,0.469
13,RhoC,RAC1,58.3333,0.0351462424183834,21394.07340010139,0.7461930792649798,,0,0,GSE175787-4,6307.0,29440.0,0.1818181818181818,0.469
12,RhoC,RHOF,45.4976,-1.9053405811131896,4176.404597032466,8.801804492991942e-88,,1,0,GSE175787-4,6307.0,25649.0,0.1818181818181818,0.469
11,RhoC,RHOU,34.8837,-1.509955098772653,185.65986803528864,2.311272933593968e-06,,1,0,GSE175787-4,6307.0,11185.0,0.1818181818181818,0.469
10,RhoC,RND1,35.3448,-1.153366804543813,49.551610426972175,0.1444724432586265,,0,0,GSE175787-4,6307.0,8725.0,0.1818181818181818,0.469
9,RhoC,RHOH,40.8377,0.6460772868633072,31.34516530596532,0.4634944313125564,,0,0,GSE175787-4,6307.0,55956.0,0.1818181818181818,0.469
8,RhoC,RHOBTB1,11.2069,0.5840862913586321,264.3503063323036,0.0278431056065746,,1,1,GSE175787-4,6307.0,132002.0,0.1818181818181818,0.469
7,RhoC,RHOT1,10.6222,-0.2161979233645839,1842.3593885099613,0.1335685088300376,,0,0,GSE175787-4,6307.0,110920.0,0.1818181818181818,0.469
6,RhoC,RND3,38.1148,-1.3582965640554563,5231.866354496987,1.1052644151090847e-05,,1,0,GSE175787-4,6307.0,70816.0,0.1818181818181818,0.469
5,RhoC,RHOQ,48.2927,-0.0361732684513883,5579.451495771933,0.8649288210862626,,0,0,GSE175787-4,6307.0,42882.0,0.1818181818181818,0.469
4,RhoC,RHOJ,43.4579,0.6384611644850996,3.955186691389312,0.67230403740451,,0,0,GSE175787-4,6307.0,89394.0,0.1818181818181818,0.469
3,RhoC,CDC42,52.8796,0.0429472597988864,25539.45540838325,0.7894249436915488,,0,0,GSE175787-4,6307.0,48733.0,0.1818181818181818,0.469
2,RhoC,RHOD,45.7143,-0.2573723674663087,2110.6416852257244,0.169745715131598,,0,0,GSE175787-4,6307.0,15170.0,0.1818181818181818,0.469
1,RhoC,RHOA,91.7098,0.0084604137181613,31785.02544684198,0.963959388210889,,0,0,GSE175787-4,6307.0,53859.0,0.1818181818181818,0.469
20,RhoC,RAC2,55.2083,0.0214342224948835,2840.79466701948,0.9399298473633416,,0,0,GSE175787-4,6307.0,34324.0,0.1818181818181818,0.469
21,RhoC,RHOV,33.8983,-1.055042649518731,1982.439607101359,0.0056680639838013,,1,0,GSE175787-4,6307.0,2020.0,0.1818181818181818,0.469
0,RhoC,RHOB,84.1837,0.3643493993733456,2936.9294163874456,0.1134875523164642,,0,0,GSE175787-6,6307.0,2366.0,0.0909090909090909,0.4334
19,RhoC,RHOG,54.4503,0.1589338665134833,3002.830469678395,0.5688010523497121,,0,0,GSE175787-6,6307.0,13981.0,0.0909090909090909,0.4334
18,RhoC,RHOBTB2,10.729,0.077025139515928,696.9292399102977,0.7864823146487196,,0,0,GSE175787-6,6307.0,33092.0,0.0909090909090909,0.4334
17,RhoC,RHOT2,11.9741,0.0388627689138658,4097.449003674219,0.914655086545594,,0,0,GSE175787-6,6307.0,6074.0,0.0909090909090909,0.4334
16,RhoC,RND2,39.2071,-1.0968614257993163,41.31663063577993,0.0296315010843452,,1,0,GSE175787-6,6307.0,6810.0,0.0909090909090909,0.4334
15,RhoC,RHOBTB3,12.766,-0.8195081221241913,5260.207035461858,0.0151159653148951,,1,0,GSE175787-6,6307.0,110861.0,0.0909090909090909,0.4334
14,RhoC,RAC3,55.7292,-0.1865181504251049,2578.816176466868,0.4784156766825762,,0,0,GSE175787-6,6307.0,2526.0,0.0909090909090909,0.4334
13,RhoC,RAC1,58.3333,0.2632807687697348,28765.455062757435,0.0971860306178778,,0,0,GSE175787-6,6307.0,29440.0,0.0909090909090909,0.4334
12,RhoC,RHOF,45.4976,-1.0466942843546996,296.8598727028988,1.449361985441261e-05,,1,0,GSE175787-6,6307.0,25649.0,0.0909090909090909,0.4334
11,RhoC,RHOU,34.8837,-0.7904866142479988,316.24876725502185,0.0336672941292512,,1,0,GSE175787-6,6307.0,11185.0,0.0909090909090909,0.4334
10,RhoC,RND1,35.3448,-1.3226175148362351,71.0598461906666,0.0230538363137811,,1,0,GSE175787-6,6307.0,8725.0,0.0909090909090909,0.4334
9,RhoC,RHOH,40.8377,-0.0558594861067996,18.415892245315707,0.9633371446099364,,0,0,GSE175787-6,6307.0,55956.0,0.0909090909090909,0.4334
8,RhoC,RHOBTB1,11.2069,0.0779181107672992,439.6518078462303,0.8999732373887744,,0,0,GSE175787-6,6307.0,132002.0,0.0909090909090909,0.4334
7,RhoC,RHOT1,10.6222,-0.023114066479347,2202.1883438094337,0.935540521247861,,0,0,GSE175787-6,6307.0,110920.0,0.0909090909090909,0.4334
6,RhoC,RND3,38.1148,0.9273379303127468,20577.7080644208,0.0135883178643217,,1,1,GSE175787-6,6307.0,70816.0,0.0909090909090909,0.4334
5,RhoC,RHOQ,48.2927,0.5209746212828695,6642.611502016781,0.0023592629690395,,1,1,GSE175787-6,6307.0,42882.0,0.0909090909090909,0.4334
4,RhoC,RHOJ,43.4579,-0.5358704373150999,1150.6447761304896,0.0827181108221646,,0,0,GSE175787-6,6307.0,89394.0,0.0909090909090909,0.4334
3,RhoC,CDC42,52.8796,-0.0532802333912743,34611.36825242956,0.8891470504439137,,0,0,GSE175787-6,6307.0,48733.0,0.0909090909090909,0.4334
2,RhoC,RHOD,45.7143,0.2865307769656949,3051.1525315142444,0.3931932127683936,,0,0,GSE175787-6,6307.0,15170.0,0.0909090909090909,0.4334
1,RhoC,RHOA,91.7098,0.1137058367464676,23303.61962143108,0.6589596096232356,,0,0,GSE175787-6,6307.0,53859.0,0.0909090909090909,0.4334
20,RhoC,RAC2,55.2083,0.1620334517394996,4355.142926481429,0.5094905913606729,,0,0,GSE175787-6,6307.0,34324.0,0.0909090909090909,0.4334
21,RhoC,RHOV,33.8983,-0.0330710930549922,1744.667013754741,0.9326287272986042,,0,0,GSE175787-6,6307.0,2020.0,0.0909090909090909,0.4334
0,Furin,TPP2,8.95404,-0.1978072460056021,1987.4733667154671,0.1787506122985173,,0,0,GSE130969-1,14976.0,83000.0,0.0,1.0
1,Furin,PCSK5,20.5617,-1.0846768659518196,87.82677749775611,0.0228398563306678,,1,0,GSE130969-1,14976.0,472331.0,0.0,1.0
2,Furin,MBTPS1,9.79087,0.1679428318497593,1913.4126508972245,0.3271432914638718,,0,0,GSE130969-1,14976.0,63181.0,0.0,1.0
3,Furin,PCSK4,52.1854,0.3651149960959387,41.486799589614485,0.7683672621549397,,0,0,GSE130969-1,14976.0,9324.0,0.0,1.0
4,Furin,PCSK9,14.8844,-2.051497407145786,101.15746935264691,2.528514782842265e-07,,1,0,GSE130969-1,14976.0,25405.0,0.0,1.0
5,Furin,PCSK6,37.5645,-0.2825410929055022,814.6062447038757,0.2810806545836244,,0,0,GSE130969-1,14976.0,235418.0,0.0,1.0
6,Furin,PCSK7,33.121,-0.4155840294211489,1911.559647084532,0.0004341532406359,,1,0,GSE130969-1,14976.0,28188.0,0.0,1.0
0,Actg1,Actb,98.9333,0.0730456107030021,109838.59708646272,0.3439032546168323,-3.611080014546418,0,0,GSE114212-2,2852.0,3639.0,0.1875,0.2575
1,Actg1,Actl6a,36.1305,0.2866617900616056,1694.3489232595196,0.0191658390969197,-3.611080014546418,1,0,GSE114212-2,2852.0,20675.0,0.1875,0.2575
2,Actg1,Actr3b,38.0383,1.7272540740204068,7.547268702272658,0.3293509570539167,-3.611080014546418,0,0,GSE114212-2,2852.0,90691.0,0.1875,0.2575
3,Actg1,Actr8,17.4679,-0.2810393017117203,444.7357375369835,0.223273957323303,-3.611080014546418,0,0,GSE114212-2,2852.0,28017.0,0.1875,0.2575
4,Actg1,Actr10,24.94,-0.0655231561421759,622.9523201311908,0.7994746984437716,-3.611080014546418,0,0,GSE114212-2,2852.0,26861.0,0.1875,0.2575
5,Actg1,Actr1a,54.5213,-0.2706986118653577,2087.360834928192,0.025874504671661,-3.611080014546418,1,0,GSE114212-2,2852.0,18937.0,0.1875,0.2575
6,Actg1,Actr2,46.7005,-0.4999631766272625,5995.890391109109,5.618594058492411e-12,-3.611080014546418,1,0,GSE114212-2,2852.0,50609.0,0.1875,0.2575
7,Actg1,Actl7b,39.9522,1.3602438770183485,4.190967776575373,0.60274701060317,-3.611080014546418,0,0,GSE114212-2,2852.0,1438.0,0.1875,0.2575
8,Actg1,Acta1,93.1034,-1.98893559844226,276.50699637044306,2.4257354786096617e-15,-3.611080014546418,1,0,GSE114212-2,2852.0,2982.0,0.1875,0.2575
9,Actg1,Actrt3,47.6965,1.0865051797606382,2.9591973544791985,,-3.611080014546418,0,0,GSE114212-2,2852.0,2866.0,0.1875,0.2575
10,Actg1,Actr6,28.0303,0.4533897715024503,154.06536853663212,0.235146574163983,-3.611080014546418,0,0,GSE114212-2,2852.0,20324.0,0.1875,0.2575
11,Actg1,Actr5,20.8882,-0.6993412548601194,121.03963988487156,0.0994127345226546,-3.611080014546418,0,0,GSE114212-2,2852.0,14323.0,0.1875,0.2575
12,Actg1,Acta2,93.6339,0.7950621641093524,21085.79879019746,2.4601672872166653e-35,-3.611080014546418,1,1,GSE114212-2,2852.0,14500.0,0.1875,0.2575
13,Actg1,Actg2,93.617,5.944314613856284,2127.258670899493,2.1194184415988613e-304,-3.611080014546418,1,1,GSE114212-2,2852.0,23360.0,0.1875,0.2575
14,Actg1,Actr3,37.5598,0.5417210107127916,16986.569214126583,1.0833545068238677e-19,-3.611080014546418,1,1,GSE114212-2,2852.0,42822.0,0.1875,0.2575
15,Actg1,Actr1b,55.0532,0.3837508077284648,2042.2795308012592,0.0017048764875448,-3.611080014546418,1,0,GSE114212-2,2852.0,16308.0,0.1875,0.2575
487,Aff3,Aff1,29.4454,0.1829885951049602,8401.887052312246,0.0019881270560717,-0.2480305967503915,1,0,GSE145653-1,487629.0,162948.0,0.0,1.0
